month,hour,segment,rows,rt_smape,rt_capped_smape,rt_mae,delta_mae,mean_abs_rt_actual,mean_abs_rt_error,mean_abs_delta,sign_error_rate,diagnosis_tag
2025-05,9,9_16,31,47.05898544974695,21.92451910763235,52.38138068823329,52.38138068823329,125.4551612903226,52.38138068823329,73.67064516129034,0.0967741935483871,low-price denominator sensitivity
2025-05,10,9_16,31,44.89741562802518,12.891894800051167,40.26785609098347,40.26785609098347,103.33483870967744,40.26785609098347,31.265806451612907,0.25806451612903225,low-price denominator sensitivity
2025-05,11,9_16,31,21.834929366525586,5.36625057366608,22.373807512497674,22.373807512497677,101.86354838709677,22.373807512497674,28.10193548387097,0.1935483870967742,month-hour seasonal concentration
2025-05,12,9_16,31,32.40171635313011,9.020552155656514,27.839837558174857,27.839837558174857,96.52677419354839,27.839837558174857,22.669354838709676,0.3548387096774194,sign error
2025-05,13,9_16,31,22.862301163189723,3.6303482113586414,15.67007441448768,15.670074414487678,91.18161290322581,15.67007441448768,22.911290322580637,0.3870967741935484,sign error
2025-05,14,9_16,31,43.32326986079289,13.580563984414843,41.930202079125536,41.930202079125536,105.76935483870967,41.930202079125536,44.181612903225805,0.3870967741935484,sign error
2025-05,15,9_16,31,74.54092736928914,12.819095617691556,54.62904098900366,54.62904098900365,133.96935483870968,54.62904098900366,83.53483870967742,0.1935483870967742,low-price denominator sensitivity
2025-05,16,9_16,31,40.64687422256214,21.03278856942637,43.710923950272715,43.710923950272715,172.29838709677418,43.710923950272715,96.83709677419354,0.12903225806451613,smooth bias
2025-06,17,17_24,30,13.828458576179855,13.828458576179855,35.65904011394681,35.65904011394681,311.14233333333334,35.65904011394681,54.05433333333334,0.16666666666666666,month-hour seasonal concentration
2025-06,18,17_24,30,5.904715840626116,5.904715840626116,23.806221317468005,23.806221317468,407.05799999999994,23.806221317468005,33.25266666666666,0.3,sign error
2025-06,19,17_24,30,5.892066019547057,5.892066019547057,25.428399891485803,25.42839989148581,439.68433333333326,25.428399891485803,37.433666666666674,0.13333333333333333,month-hour seasonal concentration
2025-06,20,17_24,30,5.9181772183894505,5.9181772183894505,26.09671411375776,26.096714113757752,439.516,26.09671411375776,49.548999999999985,0.2,month-hour seasonal concentration
2025-06,21,17_24,30,2.5479768480811797,2.5479768480811797,11.469482188879839,11.469482188879843,437.9783333333333,11.469482188879839,45.10066666666667,0.1,month-hour seasonal concentration
2025-06,22,17_24,30,3.7190548743195593,3.7190548743195593,15.541910402309993,15.541910402309997,427.79,15.541910402309993,40.444666666666656,0.3,sign error
2025-06,23,17_24,30,5.779734357372446,5.779734357372446,21.2112702878231,21.2112702878231,409.8173333333333,21.2112702878231,39.24066666666667,0.06666666666666667,month-hour seasonal concentration
2025-06,24,17_24,30,6.172440569244519,6.172440569244519,27.963317308188053,27.963317308188053,413.40333333333336,27.963317308188053,52.38533333333333,0.2,month-hour seasonal concentration
2025-06,1,1_8,30,7.37337199575041,7.37337199575041,29.220391891428516,29.220391891428513,427.42066666666665,29.220391891428516,26.41300000000001,0.26666666666666666,month-hour seasonal concentration
2025-06,2,1_8,30,3.0376358661448277,3.0376358661448277,11.860350385992973,11.860350385992973,400.3506666666666,11.860350385992973,18.800666666666675,0.1,month-hour seasonal concentration
2025-06,3,1_8,30,3.33294870171741,3.33294870171741,11.559246756268099,11.559246756268102,387.69499999999994,11.559246756268099,18.74266666666666,0.16666666666666666,month-hour seasonal concentration
2025-06,4,1_8,30,3.5897176027229354,3.5897176027229354,13.438442846460005,13.438442846460012,380.6773333333333,13.438442846460005,22.035333333333345,0.16666666666666666,month-hour seasonal concentration
2025-06,5,1_8,30,2.152162413008813,2.152162413008813,8.15430673886553,8.154306738865525,382.932,8.15430673886553,20.498666666666672,0.1,month-hour seasonal concentration
2025-06,6,1_8,30,9.55641788468375,9.55641788468375,32.95868427167245,32.95868427167244,341.6450000000001,32.95868427167245,35.28566666666667,0.26666666666666666,month-hour seasonal concentration
2025-06,7,1_8,30,35.48372836522678,21.279933099449604,40.739259955338675,40.73925995533867,219.37633333333332,40.739259955338675,79.776,0.16666666666666666,smooth bias
2025-06,8,1_8,30,24.341317443969317,11.983226336138696,31.771238034746162,31.771238034746162,166.081,31.771238034746162,66.57700000000001,0.2,month-hour seasonal concentration
2025-06,9,9_16,30,47.1788766500953,22.035668360947977,45.350857917029394,45.350857917029394,145.60633333333334,45.350857917029394,77.57633333333332,0.26666666666666666,month-hour seasonal concentration
2025-06,10,9_16,30,48.47445447832508,24.026845320545654,56.161050109088414,56.161050109088414,127.86200000000002,56.161050109088414,72.66766666666666,0.23333333333333334,low-price denominator sensitivity
2025-06,11,9_16,30,41.69736019823533,14.079589417346003,51.24632368145694,51.24632368145694,133.80066666666664,51.24632368145694,84.27166666666669,0.13333333333333333,low-price denominator sensitivity
2025-06,12,9_16,30,56.312736682272494,9.898107336637826,34.91074748353138,34.91074748353139,125.65433333333334,34.91074748353138,78.20933333333332,0.1,month-hour seasonal concentration
2025-06,13,9_16,30,33.61976336818959,8.61633971466986,29.55451295474957,29.554512954749573,111.286,29.55451295474957,64.93666666666667,0.13333333333333333,month-hour seasonal concentration
2025-06,14,9_16,30,45.505932230188634,7.142688135616655,32.00585424507782,32.00585424507783,122.80233333333334,32.00585424507782,73.62933333333334,0.1,month-hour seasonal concentration
2025-06,15,9_16,30,58.54814776509938,13.300851986487276,39.78505424350322,39.78505424350322,134.39866666666666,39.78505424350322,72.54500000000002,0.2,month-hour seasonal concentration
2025-06,16,9_16,30,62.70579300680641,19.66415646028365,56.40360085975271,56.40360085975271,200.10166666666666,56.40360085975271,75.50366666666667,0.23333333333333334,ramp/shock
2025-07,17,17_24,31,5.985779887412178,5.985779887412178,22.126464026179484,22.126464026179473,380.0735483870968,22.126464026179484,32.14032258064516,0.3225806451612903,sign error
2025-07,18,17_24,31,5.051880919032028,5.051880919032028,22.943712697143273,22.943712697143283,451.4070967741936,22.943712697143273,28.828709677419365,0.25806451612903225,month-hour seasonal concentration
2025-07,19,17_24,31,7.981279803726753,7.981279803726753,42.24000991985047,42.24000991985047,500.1316129032259,42.24000991985047,58.514838709677434,0.22580645161290322,month-hour seasonal concentration
2025-07,20,17_24,31,6.907900227128402,6.907900227128402,41.56939790231,41.56939790231,507.8296774193548,41.56939790231,72.77870967741937,0.16129032258064516,smooth bias
2025-07,21,17_24,31,4.153275145583071,4.153275145583071,22.218635049580385,22.218635049580392,498.67870967741936,22.218635049580385,66.55516129032259,0.06451612903225806,month-hour seasonal concentration
2025-07,22,17_24,31,4.262610955780294,4.262610955780294,25.06807994246143,25.06807994246144,494.97903225806454,25.06807994246143,73.13709677419357,0.03225806451612903,month-hour seasonal concentration
2025-07,23,17_24,31,6.46187045055294,6.46187045055294,31.348394802008503,31.348394802008503,452.9283870967742,31.348394802008503,40.795806451612904,0.12903225806451613,month-hour seasonal concentration
2025-07,24,17_24,31,4.45111008121897,4.45111008121897,19.812351504807065,19.81235150480707,441.02806451612906,19.812351504807065,38.63806451612904,0.06451612903225806,month-hour seasonal concentration
2025-07,1,1_8,31,5.249427701034482,5.249427701034482,22.40135973472788,22.40135973472788,436.34064516129035,22.40135973472788,23.091290322580644,0.25806451612903225,month-hour seasonal concentration
2025-07,2,1_8,31,2.2082204439303506,2.2082204439303506,9.539469116181554,9.539469116181545,431.62999999999994,9.539469116181554,19.35096774193548,0.22580645161290322,month-hour seasonal concentration
2025-07,3,1_8,31,3.4848277786812654,3.4848277786812654,14.241957150510181,14.24195715051018,405.9874193548387,14.241957150510181,18.4641935483871,0.25806451612903225,month-hour seasonal concentration
2025-07,4,1_8,31,2.454032560633121,2.454032560633121,9.47277563214999,9.472775632149984,384.36580645161285,9.47277563214999,16.979032258064514,0.2903225806451613,sign error
